PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
35290154,Concurrent pigeon paramyxovirus-1 and Acinetobacter baumannii infection in a fatal case of pneumonia,"Zou X, Suo L, Wang Y, Cao H, Mu S, Wu C, Yan L, Qi X, Lu J, Lu B, Fan Y, Li H, Huang L, Ren L, Liu B, Cao B.",Emerg Microbes Infect. 2022 Dec;11(1):968-977. doi: 10.1080/22221751.2022.2054366.,Zou X,Emerg Microbes Infect,2022,2022/3/15,PMC8973364,,10.1080/22221751.2022.2054366
39720732,Case report: Identification of a Chinese patient with RAG1 mutations initially presenting as autoimmune hemolytic anemia,"Chen X, Jiang C, Song W, Sun T, Yan J, Xu W, You K.",Front Immunol. 2024 Dec 10;15:1498066. doi: 10.3389/fimmu.2024.1498066. eCollection 2024.,Chen X,Front Immunol,2024,2024/12/25,PMC11666426,,10.3389/fimmu.2024.1498066
26872326,Human pegivirus detected in a patient with severe encephalitis using a metagenomic pan-virus array,"Fridholm H, ?stergaard S?rensen L, Rosenstierne MW, Nielsen H, Sellebjerg F, Beng?rd Andersen ?, Fomsgaard A.",J Clin Virol. 2016 Apr;77:5-8. doi: 10.1016/j.jcv.2016.01.013. Epub 2016 Jan 29.,Fridholm H,J Clin Virol,2016,2016/2/13,PMC7106502,,10.1016/j.jcv.2016.01.013
40787905,Intracranial infection caused by Streptococcus intermedius and torque teno virus: A case report,"Zhou H, Zhang L.",J Int Med Res. 2025 Aug;53(8):3000605251363093. doi: 10.1177/03000605251363093. Epub 2025 Aug 11.,Zhou H,J Int Med Res,2025,2025/8/11,PMC12340347,,10.1177/03000605251363093
40989756,Severe Community-Acquired Pneumonia with Disseminated Infection Caused by Highly Virulent Pseudomonas aeruginosa: Successful Treatment of a Case,"Teng P, Peng J, Zhang X, Wang Y, Jiang C, Wang S, Wang M, Han X, Liu X.",J Inflamm Res. 2025 Sep 17;18:12817-12824. doi: 10.2147/JIR.S540213. eCollection 2025.,Teng P,J Inflamm Res,2025,2025/9/24,PMC12450748,,10.2147/JIR.S540213
37007083,"Pathologic complete response to chemoimmunotherapy of an advanced gastric cancer patient with high PD-L1 expression, dMMR, and unique gut microbiota composition: A case report","Jiang H, Wang J, Deng W.",Front Oncol. 2023 Mar 16;13:1150931. doi: 10.3389/fonc.2023.1150931. eCollection 2023.,Jiang H,Front Oncol,2023,2023/4/3,PMC10061119,,10.3389/fonc.2023.1150931
35370847,First Application of Fecal Microbiota Transplantation in Adult Asperger Syndrome With Digestive Symptoms-A Case Report,"Huang HL, Xu HM, Liu YD, Shou DW, Chen HT, Nie YQ, Li YQ, Zhou YJ.",Front Psychiatry. 2022 Mar 15;13:695481. doi: 10.3389/fpsyt.2022.695481. eCollection 2022.,Huang HL,Front Psychiatry,2022,2022/4/4,PMC8964519,,10.3389/fpsyt.2022.695481
30346341,Capnocytophaga Keratitis: Clinical Presentation and Use of Metagenomic Deep Sequencing for Diagnosis,"Seitzman GD, Thulasi P, Hinterwirth A, Chen C, Shantha J, Doan T.",Cornea. 2019 Feb;38(2):246-248. doi: 10.1097/ICO.0000000000001790.,Seitzman GD,Cornea,2019,2018/10/23,PMC6322945,NIHMS1506238,10.1097/ICO.0000000000001790
38238372,Metagenomic analysis of Mesolithic chewed pitch reveals poor oral health among stone age individuals,"K?rd?k E, Kashuba N, Damlien H, Manninen MA, Nordqvist B, Kjellstr?m A, Jakobsson M, Lindberg AM, Stor? J, Persson P, Andersson B, Aravena A, G?therstr?m A.",Sci Rep. 2024 Jan 18;13(1):22125. doi: 10.1038/s41598-023-48762-6.,K?rd?k E,Sci Rep,2024,2024/1/18,PMC10796427,,10.1038/s41598-023-48762-6
39193954,A Case of IgA Nephropathy Complicated with Pulmonary Infection by Mycobacterium Abscess,"Xing Y, Wang L.",Clin Lab. 2024 Aug 1;70(8). doi: 10.7754/Clin.Lab.2024.240232.,Xing Y,Clin Lab,2024,2024/8/28,,,10.7754/Clin.Lab.2024.240232
38292625,Pleural empyema with endobronchial mass due to Rhodococcus equi infection after renal transplantation: A case report and review of literature,"Liang GF, Chao S, Sun Z, Zhu KJ, Chen Q, Jia L, Niu YL.",World J Clin Cases. 2024 Jan 6;12(1):224-231. doi: 10.12998/wjcc.v12.i1.224.,Liang GF,World J Clin Cases,2024,2024/1/31,PMC10824171,,10.12998/wjcc.v12.i1.224
39529970,Fulminant myocarditis associated with human rhinovirus A66 infection: a case report,"Han S, Liu J, Feng Z, Mao Y, Gao H, Xie Z, Qian S, Xu L.",Front Pediatr. 2024 Oct 28;12:1480724. doi: 10.3389/fped.2024.1480724. eCollection 2024.,Han S,Front Pediatr,2024,2024/11/12,PMC11551029,,10.3389/fped.2024.1480724
39176082,X-linked severe combined immunodeficiency complicated by disseminated bacillus Calmette-Gu¨¦rin disease caused by a novel pathogenic mutation in exon 3 of the IL2RG gene: a case report and literature review,"Jiang C, He Y, Chen X, Xia F, Shi F, Xu X, Sun T, You K.",Front Immunol. 2024 Aug 8;15:1453046. doi: 10.3389/fimmu.2024.1453046. eCollection 2024.,Jiang C,Front Immunol,2024,2024/8/23,PMC11338812,,10.3389/fimmu.2024.1453046
34160438,Complicated pulmonary human coronavirus-NL63 infection after a second allogeneic hematopoietic stem cell transplantation for acute B-lymphocytic leukemia: A case report,"Li Z, Meng S, Zheng Q, Wu T.",Medicine (Baltimore). 2021 Jun 25;100(25):e26446. doi: 10.1097/MD.0000000000026446.,Li Z,Medicine (Baltimore),2021,2021/6/23,PMC8238287,,10.1097/MD.0000000000026446
39372409,Dynamic findings of brain magnetic resonance imaging in a haploidentical hematopoietic stem cell transplantation recipient with cytomegalovirus ventriculoencephalitis: a case report and systematic review,"Li N, Zhao J, Liu Y, Zhang Y.",Front Immunol. 2024 Sep 20;15:1450576. doi: 10.3389/fimmu.2024.1450576. eCollection 2024.,Li N,Front Immunol,2024,2024/10/7,PMC11449730,,10.3389/fimmu.2024.1450576
38755556,New and old lessons from a devastating case of neonatal E coli meningitis,"Saleh T, Kamau E, Rathe JA.",BMC Pediatr. 2024 May 16;24(1):339. doi: 10.1186/s12887-024-04787-y.,Saleh T,BMC Pediatr,2024,2024/5/16,PMC11097427,,10.1186/s12887-024-04787-y
39669312,Fatal Tracheal and Bronchial Destruction Due to Pulmonary Mucormycosis in a 20-Year-Old with Diabetic Ketoacidosis,"He Q, Huang X.",Infect Drug Resist. 2024 Dec 6;17:5429-5437. doi: 10.2147/IDR.S493002. eCollection 2024.,He Q,Infect Drug Resist,2024,2024/12/13,PMC11634791,,10.2147/IDR.S493002
39229328,Co-Infection with Nocardia Terpene and Pneumocystis Jirovecii in a Patient with Anti-Synthetase Syndrome: A Case Report,"Li Y, Li Q, Lei H, Wei X, Feng T, Qin H, Huang H, Duan M.",Infect Drug Resist. 2024 Aug 30;17:3777-3783. doi: 10.2147/IDR.S474836. eCollection 2024.,Li Y,Infect Drug Resist,2024,2024/9/4,PMC11370755,,10.2147/IDR.S474836
38378498,Fusobacterium nucleatum bacteremia complicated with intracranial Porphyromonas gingivalis and HSV-1 infection: a case report and literature review,"Wang S, Tian Y, Wu Y, Yu Z, Zhang J, Zhang J, Liu S.",BMC Infect Dis. 2024 Feb 20;24(1):225. doi: 10.1186/s12879-024-09078-6.,Wang S,BMC Infect Dis,2024,2024/2/20,PMC10877767,,10.1186/s12879-024-09078-6
37484903,Misdiagnosis of Systemic Lupus Erythematosus Combined with Urinary Tuberculosis Leading to Tuberculous Meningitis: A Case Report and Literature Review,"Ma H, Wang Y, Liu J, Du L, Wang X, Wang Y.",Infect Drug Resist. 2023 Jul 18;16:4677-4686. doi: 10.2147/IDR.S420833. eCollection 2023.,Ma H,Infect Drug Resist,2023,2023/7/24,PMC10362915,,10.2147/IDR.S420833
29441209,Retrospective Identification of Herpes Simplex 2 Virus-Associated Acute Liver Failure in an Immunocompetent Patient Detected Using Whole Transcriptome Shotgun Sequencing,"Ono A, Hayes CN, Akamatsu S, Imamura M, Aikata H, Chayama K.",Case Reports Hepatol. 2017;2017:4630621. doi: 10.1155/2017/4630621. Epub 2017 Dec 26.,Ono A,Case Reports Hepatol,2017,2018/2/15,PMC5758846,,10.1155/2017/4630621
40559193,Tropheryma whipplei and Giardia intestinalis Co-Infection: Metagenomic Analysis During Infection and the Recovery Follow-Up,"Anselmo A, Rizzo F, Gervasi E, Corrent L, Ciammaruconi A, Fillo S, Fortunato A, Marella AM, Costantini S, Baldassari L, Lista F, Ciervo A.",Infect Dis Rep. 2025 Jun 1;17(3):62. doi: 10.3390/idr17030062.,Anselmo A,Infect Dis Rep,2025,2025/6/25,PMC12192650,,10.3390/idr17030062
40889417,Disseminated Mycobacterium colombiense infection associated with anti-interferon-¦Ã autoantibody: a case report and literature review,"Zhou D, Xie Y, Xiao Y.",Diagn Microbiol Infect Dis. 2026 Jan;114(1):117087. doi: 10.1016/j.diagmicrobio.2025.117087. Epub 2025 Aug 28.,Zhou D,Diagn Microbiol Infect Dis,2026,2025/9/1,,,10.1016/j.diagmicrobio.2025.117087
28011371,"First report of metronidazole resistant, nimD-positive, Bacteroides stercoris isolated from an abdominal abscess in a 70-year-old woman","Otte E, Nielsen HL, Hasman H, Fuglsang-Damgaard D.",Anaerobe. 2017 Feb;43:91-93. doi: 10.1016/j.anaerobe.2016.12.010. Epub 2016 Dec 21.,Otte E,Anaerobe,2017,2016/12/25,,,10.1016/j.anaerobe.2016.12.010
38109983,Metagenomic capture sequencing helped diagnose a case of atypical scrub typhus in man misdiagnosed as acute osteomyelitis,"He Y, Zuo Y, Che Y, Chen J.",Travel Med Infect Dis. 2024 Jan-Feb;57:102682. doi: 10.1016/j.tmaid.2023.102682. Epub 2023 Dec 16.,He Y,Travel Med Infect Dis,2024,2023/12/18,,,10.1016/j.tmaid.2023.102682
28569582,Metagenomic Analysis Identified Human Rhinovirus B91 Infection in an Adult Suffering from Severe Pneumonia,"Yan F, Xiao Y, Li M, Zhang H, Zhang R, Zhou H, Shen H, Wang J, Li W, Ren L.",Am J Respir Crit Care Med. 2017 Jun 1;195(11):1535-1536. doi: 10.1164/rccm.201609-1908LE.,Yan F,Am J Respir Crit Care Med,2017,2017/6/2,,,10.1164/rccm.201609-1908LE
38330588,Aggressive NK-cell Leukemia: A Case Report and Literature Review,"Chen Z, Liu C, Chen J, Lei P, Feng S, Liu G, Dai D, Cao J, Chen J, Zhou J, Zhou M.",Altern Ther Health Med. 2024 Oct;30(10):342-348.,Chen Z,Altern Ther Health Med,2024,2024/2/8,,,
39082113,Legionella maceachernii pneumonia: a case report and literature review,"Pan G, Fu M, Ni H, Zhang W, Yao Y, Xie Y, Li J, Zhang Y, Wang Y, Han K, Gao Y.",Postgrad Med. 2024 Aug;136(6):678-682. doi: 10.1080/00325481.2024.2385888. Epub 2024 Jul 31.,Pan G,Postgrad Med,2024,2024/7/31,,,10.1080/00325481.2024.2385888
25008839,Metagenomic analysis of diarrheal stool samples of HIV infected individual and HIV-uninfected individual using 16SrDNA sequencing,"Nema V, Nair R.",Indian J Med Microbiol. 2014 Jul-Sep;32(3):347-8. doi: 10.4103/0255-0857.136606.,Nema V,Indian J Med Microbiol,2014,2014/7/11,,,10.4103/0255-0857.136606
37337175,Thoracic empyema due to nontuberculous mycobacteria in an immunocompetent patient without pulmonary disease: a case report,"Yu F, Li Y, Luo J, Chen X, Jiang Y.",BMC Pulm Med. 2023 Jun 19;23(1):215. doi: 10.1186/s12890-023-02494-5.,Yu F,BMC Pulm Med,2023,2023/6/19,PMC10278247,,10.1186/s12890-023-02494-5
27584908,Accuracy and clinical value of maternal incidental findings during noninvasive prenatal testing for fetal aneuploidies,"Brison N, Van Den Bogaert K, Dehaspe L, van den Oever JM, Janssens K, Blaumeiser B, Peeters H, Van Esch H, Van Buggenhout G, Vogels A, de Ravel T, Legius E, Devriendt K, Vermeesch JR.",Genet Med. 2017 Mar;19(3):306-313. doi: 10.1038/gim.2016.113. Epub 2016 Sep 1.,Brison N,Genet Med,2017,2016/9/2,,,10.1038/gim.2016.113
39205247,"Detection of Dengue Virus 1 and Mammalian Orthoreovirus 3, with Novel Reassortments, in a South African Family Returning from Thailand, 2017","Jansen van Vuren P, Parry RH, Paw?ska JT.",Viruses. 2024 Aug 9;16(8):1274. doi: 10.3390/v16081274.,Jansen van Vuren P,Viruses,2024,2024/8/29,PMC11358982,,10.3390/v16081274
37861560,A case of successful hormone therapy for refractory hypotension following viral encephalitis: Case report,"Zhang C, Zhang J, Liao Z.",Medicine (Baltimore). 2023 Oct 20;102(42):e34988. doi: 10.1097/MD.0000000000034988.,Zhang C,Medicine (Baltimore),2023,2023/10/20,PMC10589599,,10.1097/MD.0000000000034988
39074945,Tricuspid valve infective endocarditis in disseminated gonococcal infection (DGI),"Cummings S, Busby D, Hall M, Esquer Garrigos Z.",BMJ Case Rep. 2024 Jul 29;17(7):e260638. doi: 10.1136/bcr-2024-260638.,Cummings S,BMJ Case Rep,2024,2024/7/29,,,10.1136/bcr-2024-260638
41012834,Effects and Microbiota Changes Following Oral Lyophilized Fecal Microbiota Transplantation Capsules in Canine with Chronic Enteropathy After Parvovirus Infection: Case Report,"Liu S, Zhou B, Liu L, Zhong J, Zhang X, Jiang W, Liu H, Zhou Z, Peng G, Zhong Y, Zhang K, Zhong Z.",Vet Sci. 2025 Sep 18;12(9):909. doi: 10.3390/vetsci12090909.,Liu S,Vet Sci,2025,2025/9/27,PMC12474058,,10.3390/vetsci12090909
27386965,Metagenomic Analysis of Sputum Microbiome as a Tool toward Culture-Independent Pathogen Detection of Patients with Ventilator-associated Pneumonia,"Yan Q, Cui S, Chen C, Li S, Sha S, Wan X, Yang R, Xin Y, Ma Y.",Am J Respir Crit Care Med. 2016 Sep 1;194(5):636-9. doi: 10.1164/rccm.201601-0034LE.,Yan Q,Am J Respir Crit Care Med,2016,2016/7/9,,,10.1164/rccm.201601-0034LE
32206676,Relapsing Uveitis due to Human T-lymphotropic Virus Type 1 in a Patient Living With HIV Diagnosed by Metagenomic Deep Sequencing,"Phadke VK, Shantha JG, O'Keefe G.",Open Forum Infect Dis. 2020 Mar 7;7(3):ofaa078. doi: 10.1093/ofid/ofaa078. eCollection 2020 Mar.,Phadke VK,Open Forum Infect Dis,2020,2020/3/25,PMC7081385,,10.1093/ofid/ofaa078
39499455,Human herpesvirus 6 (HHV-6) encephalitis secondary to chimeric antigen receptor (CAR)-T cell therapy,"Yi F, Qin N, Wang L.",Neurol Sci. 2025 Mar;46(3):1323-1327. doi: 10.1007/s10072-024-07860-7. Epub 2024 Nov 5.,Yi F,Neurol Sci,2025,2024/11/5,,,10.1007/s10072-024-07860-7
39462366,A case of squamous cell carcinoma of the lung misdiagnosed as tuberculosis. Is HPV infected by oral sex the causative agent?,"Liu R, Wu Z, Li S, Lv Z, Wang Y, Gao M, Pang Y.",BMC Womens Health. 2024 Oct 26;24(1):576. doi: 10.1186/s12905-024-03420-5.,Liu R,BMC Womens Health,2024,2024/10/27,PMC11515220,,10.1186/s12905-024-03420-5
34526784,Disseminated Coinfection by Mycobacterium fortuitum and Talaromyces marneffei in a Non-HIV Case,"Huang H, Deng J, Qin C, Zhou J, Duan M.",Infect Drug Resist. 2021 Sep 7;14:3619-3625. doi: 10.2147/IDR.S316881. eCollection 2021.,Huang H,Infect Drug Resist,2021,2021/9/16,PMC8435476,,10.2147/IDR.S316881
35197010,Pseudomembranous necrotizing laryngotracheobronchitis due to Mycoplasma pneumoniae: a case report and literature review,"Lei W, Fei-Zhou Z, Jing C, Shu-Xian L, Xi-Ling W, Lan-Fang T.",BMC Infect Dis. 2022 Feb 23;22(1):183. doi: 10.1186/s12879-022-07160-5.,Lei W,BMC Infect Dis,2022,2022/2/24,PMC8867838,,10.1186/s12879-022-07160-5
41204496,Bronchoscopy-associated dissemination of pulmonary nocardiosis caused by Nocardia terpenica in an immunocompetent patient with bronchiectasis: A case report,"Tian J, Dong J, Yu G, Guan W.",Medicine (Baltimore). 2025 Nov 7;104(45):e45875. doi: 10.1097/MD.0000000000045875.,Tian J,Medicine (Baltimore),2025,2025/11/8,,,10.1097/MD.0000000000045875
39488697,Primary cutaneous infections with non-tuberculous mycobacteria: a report of 6 cases,"Yao QH, Zhi HL, Xia XJ, Liu ZH.",BMC Infect Dis. 2024 Nov 2;24(1):1231. doi: 10.1186/s12879-024-10134-4.,Yao QH,BMC Infect Dis,2024,2024/11/3,PMC11531148,,10.1186/s12879-024-10134-4
28330232,High-quality metagenomic DNA from marine sediment samples for genomic studies through a preprocessing approach,"Solomon S, Kachiprath B, Jayanath G, Sajeevan TP, Bright Singh IS, Philip R.",3 Biotech. 2016 Dec;6(2):160. doi: 10.1007/s13205-016-0482-y. Epub 2016 Aug 6.,Solomon S,3 Biotech,2016,2017/3/24,PMC4976055,,10.1007/s13205-016-0482-y
29167704,"Metagenomic analysis of intertidal hypersaline microbial mats from Elkhorn Slough, California, grown with and without molybdate","D'haeseleer P, Lee JZ, Prufert-Bebout L, Burow LC, Detweiler AM, Weber PK, Karaoz U, Brodie EL, Glavina Del Rio T, Tringe SG, Bebout BM, Pett-Ridge J.",Stand Genomic Sci. 2017 Nov 15;12:67. doi: 10.1186/s40793-017-0279-6. eCollection 2017.,D'haeseleer P,Stand Genomic Sci,2017,2017/11/24,PMC5688640,,10.1186/s40793-017-0279-6
40510855,Recurrent acute appendicitis after recovery from scrub typhus that was associated with hemophagocytic lymphohistiocytosis and other severe complications in children: a case report,"Yang M, Wang Y, Luo LL, Qiao LN.",Front Med (Lausanne). 2025 May 29;12:1528903. doi: 10.3389/fmed.2025.1528903. eCollection 2025.,Yang M,Front Med (Lausanne),2025,2025/6/13,PMC12158698,,10.3389/fmed.2025.1528903
37903314,Pyogenic liver abscess caused by extended-spectrum ¦Â-lactamase-producing hypervirulent Klebsiella pneumoniae diagnosed by third-generation sequencing: a case report and literature review,"Zhang T, Huang X, Xu T, Li S, Cui M.",J Int Med Res. 2023 Oct;51(10):3000605231206296. doi: 10.1177/03000605231206296.,Zhang T,J Int Med Res,2023,2023/10/30,PMC10617275,,10.1177/03000605231206296
37276443,Application of Metagenomic High-Throughput Sequencing in a Rare Case of Multisite Infection With Two Microorganisms After Total Knee Arthroplasty,"Hua D, Zou Q, Wu Z, Yuan D, Yang L, Ye C.",Orthopedics. 2024 Jan-Feb;47(1):e52-e56. doi: 10.3928/01477447-20230531-04. Epub 2023 Jun 5.,Hua D,Orthopedics,2024,2023/6/5,,,10.3928/01477447-20230531-04
38926679,Malassezia restricta as an unexpected cause of infectious osteomyelitis diagnosed by metagenomic sequencing: a case report and literature review,"Peng G, Lin Y, Zou Q, Peng H, Lei A, Zou X, Xu Z, Sun H, Ning X, Huang M.",BMC Infect Dis. 2024 Jun 26;24(1):643. doi: 10.1186/s12879-024-09512-9.,Peng G,BMC Infect Dis,2024,2024/6/26,PMC11210095,,10.1186/s12879-024-09512-9
37071008,"Novel Sources of Biodiversity and Biomolecules from Bacteria Isolated from a High Middle Ages Soil Sample in Palermo (Sicily, Italy)","Vassallo A, Modi A, Quagliariello A, Bacci G, Faddetta T, Gallo M, Provenzano A, La Barbera A, Lombardo G, Maggini V, Firenzuoli F, Zaccaroni M, Gallo G, Caramelli D, Aleo Nero C, Baldi F, Fani R, Palumbo Piccionello A, Pucciarelli S, Puglia AM, Sineo L.",Microbiol Spectr. 2023 Jun 15;11(3):e0437422. doi: 10.1128/spectrum.04374-22. Epub 2023 Apr 18.,Vassallo A,Microbiol Spectr,2023,2023/4/18,PMC10269861,,10.1128/spectrum.04374-22
28546829,Vinasse fertirrigation alters soil resistome dynamics: an analysis based on metagenomic profiles,"Braga LPP, Alves RF, Dellias MTF, Navarrete AA, Basso TO, Tsai SM.",BioData Min. 2017 May 23;10:17. doi: 10.1186/s13040-017-0138-4. eCollection 2017.,Braga LPP,BioData Min,2017,2017/5/27,PMC5442679,,10.1186/s13040-017-0138-4
36338208,Severe Klebsiella pneumoniae pneumonia complicated by acute intra-abdominal multiple arterial thrombosis and bacterial embolism: A case report,"Bao XL, Tang N, Wang YZ.",World J Clin Cases. 2022 Oct 26;10(30):11101-11110. doi: 10.12998/wjcc.v10.i30.11101.,Bao XL,World J Clin Cases,2022,2022/11/7,PMC9631156,,10.12998/wjcc.v10.i30.11101
26897108,Detection and sequencing of Zika virus from amniotic fluid of fetuses with microcephaly in Brazil: a case study,"Calvet G, Aguiar RS, Melo ASO, Sampaio SA, de Filippis I, Fabri A, Araujo ESM, de Sequeira PC, de Mendon?a MCL, de Oliveira L, Tschoeke DA, Schrago CG, Thompson FL, Brasil P, Dos Santos FB, Nogueira RMR, Tanuri A, de Filippis AMB.",Lancet Infect Dis. 2016 Jun;16(6):653-660. doi: 10.1016/S1473-3099(16)00095-5. Epub 2016 Feb 18.,Calvet G,Lancet Infect Dis,2016,2016/2/22,,,10.1016/S1473-3099(16)00095-5
39661996,A Case of Angiostrongylus cantonensis Infection Involving the Liver in Shaoxing,"Su M, Wang Q.",Clin Lab. 2024 Dec 1;70(12). doi: 10.7754/Clin.Lab.2024.240707.,Su M,Clin Lab,2024,2024/12/11,,,10.7754/Clin.Lab.2024.240707
37264312,Resolution of an insidious and migratory Mycobacterium tuberculosis-associated secondary organizing pneumonia: a case report and literature review,"Huang LL, Wang C, Liu Y, Gu XY, Wang WX, Chen W, Hu CM.",BMC Infect Dis. 2023 Jun 1;23(1):372. doi: 10.1186/s12879-023-08334-5.,Huang LL,BMC Infect Dis,2023,2023/6/1,PMC10236784,,10.1186/s12879-023-08334-5
30323887,Functional and taxonomic classification of a greenhouse water drain metagenome,"L¨®pez-Leal G, Cornejo-Granados F, Hurtado-Ram¨ªrez JM, Mendoza-Vargas A, Ochoa-Leyva A.",Stand Genomic Sci. 2018 Oct 5;13:20. doi: 10.1186/s40793-018-0326-y. eCollection 2018.,L¨®pez-Leal G,Stand Genomic Sci,2018,2018/10/17,PMC6173933,,10.1186/s40793-018-0326-y
